client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
e9bbe0aa827597d1161b519091d9e6c3bde1806f6cc83a755f70326f45d1925f48602463ed9f574c242424b6fb241beccbe3a3ffc7f93430e11414210fe12148	common_voice_vi_23078777.mp3	Can đảm lên em đừng tự khổ mình	1	2	twenties	male			vi	
e9bbe0aa827597d1161b519091d9e6c3bde1806f6cc83a755f70326f45d1925f48602463ed9f574c242424b6fb241beccbe3a3ffc7f93430e11414210fe12148	common_voice_vi_23078827.mp3	Chỗ tôi có một cái nhà sàn để tiếp khách	0	2	twenties	male			vi	
2e179518a5e86fdf72533152b21b03a78b1169b15237fba055bd2eadf94cc075fbf6852e6b1465f528b6f8af3e0fd9646e8d0e53d5f5ee9264113257b7a911b3	common_voice_vi_23302871.mp3	Cung chúc tân xuân: nhân năm mới, xin cung kính chúc mừng	0	2					vi	
2e179518a5e86fdf72533152b21b03a78b1169b15237fba055bd2eadf94cc075fbf6852e6b1465f528b6f8af3e0fd9646e8d0e53d5f5ee9264113257b7a911b3	common_voice_vi_23302928.mp3	tiếng gọi lặp đi lặp lại, lúc gần lúc xa	0	2					vi	
2e179518a5e86fdf72533152b21b03a78b1169b15237fba055bd2eadf94cc075fbf6852e6b1465f528b6f8af3e0fd9646e8d0e53d5f5ee9264113257b7a911b3	common_voice_vi_23303050.mp3	Ngồi nghỉ một lúc, tôi đứng dậy hô lớn	1	2					vi	
2e179518a5e86fdf72533152b21b03a78b1169b15237fba055bd2eadf94cc075fbf6852e6b1465f528b6f8af3e0fd9646e8d0e53d5f5ee9264113257b7a911b3	common_voice_vi_23303056.mp3	Nó sẽ còn nguy hiểm hơn nhiều thế nữa	0	2					vi	
2e179518a5e86fdf72533152b21b03a78b1169b15237fba055bd2eadf94cc075fbf6852e6b1465f528b6f8af3e0fd9646e8d0e53d5f5ee9264113257b7a911b3	common_voice_vi_23303058.mp3	đừng có vất đi đâu đấy	0	2					vi	
2e3da4630f8a2932e4c2e04646199cb9912154d1518190c4b60ddb21ed057c9cf602f3f44dcb7cf571ea8a3b7162d0a188097948f12d878cd1c397922bd79ff3	common_voice_vi_23322800.mp3	để các bạn chờ lâu lại nói xấu thì khổ	0	2					vi	
2e3da4630f8a2932e4c2e04646199cb9912154d1518190c4b60ddb21ed057c9cf602f3f44dcb7cf571ea8a3b7162d0a188097948f12d878cd1c397922bd79ff3	common_voice_vi_23322812.mp3	nếu tao mà chết thật thì mày có chơi với tao nữa không	1	2					vi	
2e3da4630f8a2932e4c2e04646199cb9912154d1518190c4b60ddb21ed057c9cf602f3f44dcb7cf571ea8a3b7162d0a188097948f12d878cd1c397922bd79ff3	common_voice_vi_23322813.mp3	Nhìn ngó cái gì mà bần thần như vậy	0	2					vi	
2e3da4630f8a2932e4c2e04646199cb9912154d1518190c4b60ddb21ed057c9cf602f3f44dcb7cf571ea8a3b7162d0a188097948f12d878cd1c397922bd79ff3	common_voice_vi_23322815.mp3	cô ấy liền tiếp lời nói	0	2					vi	
2e3da4630f8a2932e4c2e04646199cb9912154d1518190c4b60ddb21ed057c9cf602f3f44dcb7cf571ea8a3b7162d0a188097948f12d878cd1c397922bd79ff3	common_voice_vi_23322817.mp3	Cái chết của bà tâm khiến cho quân gần như sụp đổ	0	2					vi	
d87734abf2b9cf315ede2c5aefc84f82c3ae2b63cdb227aafb2d4abe55a64a3786042e2c386902f61779dc937ffb0f7c2abcd7715529d8b1f5224a5f6a095c2b	common_voice_vi_23334647.mp3	Sau kỳ shop đi vào hoạt động trơn tru	0	2					vi	
e114dc061e82c39832b98194fb8315de272d187aacdff1f834004f6f177a2c58639cfa648592ccc181f2a6b25522dcf530a2a0c66f81161a470f7c369e5e4c9c	common_voice_vi_23397237.mp3	Vừa tắt máy trinh đi ngay sang phòng thờ của kumanthong	0	2					vi	
e114dc061e82c39832b98194fb8315de272d187aacdff1f834004f6f177a2c58639cfa648592ccc181f2a6b25522dcf530a2a0c66f81161a470f7c369e5e4c9c	common_voice_vi_23397239.mp3	Mà suýt nữa cả trình nôn tại chỗ	0	2					vi	
e114dc061e82c39832b98194fb8315de272d187aacdff1f834004f6f177a2c58639cfa648592ccc181f2a6b25522dcf530a2a0c66f81161a470f7c369e5e4c9c	common_voice_vi_23397240.mp3	Cho nên là rước một con bé về đi	0	2					vi	
e114dc061e82c39832b98194fb8315de272d187aacdff1f834004f6f177a2c58639cfa648592ccc181f2a6b25522dcf530a2a0c66f81161a470f7c369e5e4c9c	common_voice_vi_23397241.mp3	Tầm bậy	0	2					vi	
cf6128a308a67546788bd55dd3593524516d2337443e9626b6ec0318c85461fe05e16198a422acab8276386ec682446c1182e51cfad3c48d2de3f4bf3d692649	common_voice_vi_23640550.mp3	Tiếng vòi nước như có người vừa mở van	0	2					vi	
cf6128a308a67546788bd55dd3593524516d2337443e9626b6ec0318c85461fe05e16198a422acab8276386ec682446c1182e51cfad3c48d2de3f4bf3d692649	common_voice_vi_23640551.mp3	A Di Đà Phật	1	2					vi	
cf6128a308a67546788bd55dd3593524516d2337443e9626b6ec0318c85461fe05e16198a422acab8276386ec682446c1182e51cfad3c48d2de3f4bf3d692649	common_voice_vi_23640552.mp3	Trên giường của cô vẫn còn những tấm ảnh chụp quân vương vãi	0	2					vi	
cf6128a308a67546788bd55dd3593524516d2337443e9626b6ec0318c85461fe05e16198a422acab8276386ec682446c1182e51cfad3c48d2de3f4bf3d692649	common_voice_vi_23640553.mp3	Trinh mỉm cười đôi mắt ánh lên long lanh Trinh liền khẽ đáp	0	2					vi	
cf6128a308a67546788bd55dd3593524516d2337443e9626b6ec0318c85461fe05e16198a422acab8276386ec682446c1182e51cfad3c48d2de3f4bf3d692649	common_voice_vi_23640554.mp3	À mà này quý lắm mới nói đấy nhá	0	2					vi	
1fb639fa22667a007ca34788e059d95559333ca3fcef9e25869da41b7c348a6a1625703b8196b29ab7b5dbd588449bcfb06d225d0eb210bad87026a60d8540d4	common_voice_vi_23667728.mp3	Cũng chả lâu sau khi anh tạ độ trưởng thành	1	2					vi	
97ee3fed8eea8e1c911e7a7f2a0262585c56dc3bb5d765c821bb58acbb696f177a4fdc1b89f2651ed88013714cecc31eb853920d1f82b93159dc221fb4b32966	common_voice_vi_23669892.mp3	Đang nghĩ cái gì mà lơ đãng thế hả	1	2	thirties	male			vi	
b81d9cd6272fec6ad395115b779f56d164a8af14c1215b8937cb3352fd2bce179a039a748fd9c0d9e606fdf71c75a3230a6de5f188bb25baa404958951db7655	common_voice_vi_23690372.mp3	Là trưởng đoàn nên có tiếng nói	0	2					vi	
b81d9cd6272fec6ad395115b779f56d164a8af14c1215b8937cb3352fd2bce179a039a748fd9c0d9e606fdf71c75a3230a6de5f188bb25baa404958951db7655	common_voice_vi_23690374.mp3	Chinh mới chú ý đến điện thoại	1	2					vi	
b81d9cd6272fec6ad395115b779f56d164a8af14c1215b8937cb3352fd2bce179a039a748fd9c0d9e606fdf71c75a3230a6de5f188bb25baa404958951db7655	common_voice_vi_23690375.mp3	Việc nước trước việc nhà.	1	2					vi	
b81d9cd6272fec6ad395115b779f56d164a8af14c1215b8937cb3352fd2bce179a039a748fd9c0d9e606fdf71c75a3230a6de5f188bb25baa404958951db7655	common_voice_vi_23690377.mp3	Hiện tượng bên trong phòng quá trình đã thay đổi hoàn toàn	0	2					vi	
8e2173aa1a4f833ea345ebb59f410b981607e7ee11a197e2895f3eb0f1e2839510fd37bffa9f248b89fc6efaaf087e5437e0c77503603b6c63fa798d12be3863	common_voice_vi_23707418.mp3	Phía sau đầu vẫn còn hơi đau	1	2					vi	
97ee3fed8eea8e1c911e7a7f2a0262585c56dc3bb5d765c821bb58acbb696f177a4fdc1b89f2651ed88013714cecc31eb853920d1f82b93159dc221fb4b32966	common_voice_vi_23734633.mp3	Thời đại nào rồi mà còn mê tín	1	2	thirties	male			vi	
97ee3fed8eea8e1c911e7a7f2a0262585c56dc3bb5d765c821bb58acbb696f177a4fdc1b89f2651ed88013714cecc31eb853920d1f82b93159dc221fb4b32966	common_voice_vi_23734639.mp3	Phải khoác súng đi đều trong khu mổ của bọn tây ấy	0	2	thirties	male			vi	
4f39c86b0427eccc774d2fbcbeb78d3dfe3044301f5414c34726da9e38f693a33b50dacf95eb03c9301164906f8535cf76fa79208960538d6ba016c6962b8e08	common_voice_vi_23753752.mp3	Ảnh Quân	0	2	twenties	male			vi	
ecedc04a93786f677758211e930c1f8e78c499e7b51944b342374f650cfb71aae2ed90cef72a76e7a690bfc93a96d46dcba250879044fae5670c69e467bef5eb	common_voice_vi_23755973.mp3	Cô hi vọng anh ta sẽ tỉnh lại	0	2					vi	
ecedc04a93786f677758211e930c1f8e78c499e7b51944b342374f650cfb71aae2ed90cef72a76e7a690bfc93a96d46dcba250879044fae5670c69e467bef5eb	common_voice_vi_23755976.mp3	Thảo không đáp lại mà đi dần khỏi em	0	2					vi	
ecedc04a93786f677758211e930c1f8e78c499e7b51944b342374f650cfb71aae2ed90cef72a76e7a690bfc93a96d46dcba250879044fae5670c69e467bef5eb	common_voice_vi_23755984.mp3	Nơi bị bàn tay của anh chàng lúc nãy đặt lên	0	2					vi	
ecedc04a93786f677758211e930c1f8e78c499e7b51944b342374f650cfb71aae2ed90cef72a76e7a690bfc93a96d46dcba250879044fae5670c69e467bef5eb	common_voice_vi_23756187.mp3	Tiền bạc vận may	1	2					vi	
61a3bdce724f826cd1b2381b019e286fc7dfc0db75b8068c2cec5b0f7eb69302c94763414411c2d574fe4362f33f179ee99bc3de2d7c148879c582574bbb274e	common_voice_vi_23847780.mp3	Bạn bè trang lứa	1	2					vi	
c44e0fee41f88045a040f1ffc8930be3c2a1bcc6f198f57894db86aa8147d18693913aa1b0e55ba98a4ff99f67a407665fad1c1898c03a07422833c6a8356cc2	common_voice_vi_23848863.mp3	Tôi gọi mọi người đi vào trong nhà, ông lão liền lên tiếng	0	2	twenties	male			vi	
c44e0fee41f88045a040f1ffc8930be3c2a1bcc6f198f57894db86aa8147d18693913aa1b0e55ba98a4ff99f67a407665fad1c1898c03a07422833c6a8356cc2	common_voice_vi_23848867.mp3	Một tiếng kêu rất lớn vọng trong không gian	0	2	twenties	male			vi	
c44e0fee41f88045a040f1ffc8930be3c2a1bcc6f198f57894db86aa8147d18693913aa1b0e55ba98a4ff99f67a407665fad1c1898c03a07422833c6a8356cc2	common_voice_vi_23848902.mp3	Xin mời quý vị các bạn cùng lắng nghe	0	2	twenties	male			vi	
7fe9e42c31db591e3f2591ce9091ee1d1da77d18c5fefef9fdf1b6e8a881607486f450417e1f623fd4757693506f7899410d7481b61ad08612872f37e388915a	common_voice_vi_23852461.mp3	Anh lại nhắn xin một lần nghe cuối	1	2					vi	
7fe9e42c31db591e3f2591ce9091ee1d1da77d18c5fefef9fdf1b6e8a881607486f450417e1f623fd4757693506f7899410d7481b61ad08612872f37e388915a	common_voice_vi_23852463.mp3	Quỷ con quỷ là sao	0	2					vi	
7fe9e42c31db591e3f2591ce9091ee1d1da77d18c5fefef9fdf1b6e8a881607486f450417e1f623fd4757693506f7899410d7481b61ad08612872f37e388915a	common_voice_vi_23852467.mp3	Tôi nào dám hỏi	0	2					vi	
7fe9e42c31db591e3f2591ce9091ee1d1da77d18c5fefef9fdf1b6e8a881607486f450417e1f623fd4757693506f7899410d7481b61ad08612872f37e388915a	common_voice_vi_23852468.mp3	Những vừa cúii người thì ngã sắp luôn xuống sàn nhà	1	2					vi	
244e585593b49da99068ed3d6413b507ae34ec88a68d82cea6060fd929bf3578d6273e8a44808b235eac3c21ea924414b0714b7ffdca056cbc99ea954eb40941	common_voice_vi_23891883.mp3	Bà ta không phải là người xấu	0	2	twenties	male			vi	
244e585593b49da99068ed3d6413b507ae34ec88a68d82cea6060fd929bf3578d6273e8a44808b235eac3c21ea924414b0714b7ffdca056cbc99ea954eb40941	common_voice_vi_23891884.mp3	Và thật bất ngờ đưa tay đẩy mạnh một cái	0	2	twenties	male			vi	
244e585593b49da99068ed3d6413b507ae34ec88a68d82cea6060fd929bf3578d6273e8a44808b235eac3c21ea924414b0714b7ffdca056cbc99ea954eb40941	common_voice_vi_23891885.mp3	Chinh trợn mắt gật đầu lia lịa	1	2	twenties	male			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901410.mp3	Cách tạo nhóm và quản lý nhóm trong Microsoft Teams	1	2	sixties	male			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925068.mp3	Gia đình	1	2	sixties	male			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926769.mp3	Cây xoài nhà em để bác mang rất thể là được à	0	2	sixties	male			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926785.mp3	Trinh khẽ nhoẻn miệng cười	1	2	sixties	male			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926795.mp3	Khi anh nghe thấy tiếng ai đang nói như tiếng của mẹ mình	0	2	sixties	male			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926847.mp3	Chẳng lẽ phải cả kumanthong	0	2	sixties	male			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23930693.mp3	Quýt làm cam chịu	1	2	sixties	male			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23930777.mp3	mới đây còn tháy hai người tíu tít	1	2	sixties	male			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23932924.mp3	Tại sao bà dân tộc lại biết chuyện mười hai giờ đêm	1	2	sixties	male			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23932932.mp3	Nghe tiếng thở dài não ruột của cô vị khách cũng buồn theo	1	2	sixties	male			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23933007.mp3	Bên trong phòng chỉ có ảnh đèn xanh đỏ nhấp nháy	1	2	sixties	male			vi	
88599b1c7c90beccc99fd0b36c49344679a6e52279b50804053e940afa89aed912cb660cab7341f55d1b565f972861f291cc8df530e3161de671cf06471f89f8	common_voice_vi_23960967.mp3	sau bốn mươi chín ngày nếu không được siêu thoát sẽ thành ma	0	2	twenties	male			vi	
88599b1c7c90beccc99fd0b36c49344679a6e52279b50804053e940afa89aed912cb660cab7341f55d1b565f972861f291cc8df530e3161de671cf06471f89f8	common_voice_vi_23960968.mp3	trong đầu của Trinh suy nghĩ	0	2	twenties	male			vi	
dcd95174e5ec419750d2614a859c7802087625231a57dd86b54d1f85720e03a583148ecd82761458e5d5004d42dbd2f71b5a11355f2fb1e544ddb0d45818ebec	common_voice_vi_23970654.mp3	Mẹ em cũng đồng tình với ý kiến của bố	0	2					vi	
fd31cbe0df7feef4c361cc5c023330ce767a76e6f3bc411ab0978f8bb4b277c8c1d61ee421b9b5ca5e6363b8959cc9e942a8a4dca6eb2e79cf52ac501d6c89f6	common_voice_vi_23986067.mp3	Một vầng trăng chưa tròn!	0	2					vi	
fd31cbe0df7feef4c361cc5c023330ce767a76e6f3bc411ab0978f8bb4b277c8c1d61ee421b9b5ca5e6363b8959cc9e942a8a4dca6eb2e79cf52ac501d6c89f6	common_voice_vi_23986068.mp3	Em còn chưa ngủ	0	2					vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23988881.mp3	Quả nhiên trên của Trinh đang run rẩy	0	2	sixties	male			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_24012767.mp3	Để chánh cho Phương tự mình làm tổn thương	1	2	sixties	male			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_24012772.mp3	Nhìn mẹ vất vả tóc tại Bơ Vơ	0	2	sixties	male			vi	
f45e50d7d987cc77efded31780b562b83cbfcc46e3d669ec61a07d52d3821671ef1ed02a00a5a1ca755d93e1a65b541627f86fadecf9d6213d5b584d005ef85a	common_voice_vi_24023431.mp3	Tối sáng trắng đen chẳng phân định tỏ tường	0	2					vi	
f45e50d7d987cc77efded31780b562b83cbfcc46e3d669ec61a07d52d3821671ef1ed02a00a5a1ca755d93e1a65b541627f86fadecf9d6213d5b584d005ef85a	common_voice_vi_24023432.mp3	Hà ni phấn khởi	0	2					vi	
